merged_id,title,abstract,user_input,fields,Art,Biology,Business,Chemistry,Computer science,Economics,Engineering,Environmental science,Geography,Geology,History,Materials science,Mathematics,Medicine,Philosophy,Physics,Political science,Psychology,Sociology
carticle_0005690297,Molecular mechanism of fertilization in the pig.,"At fertilization, the sperm triggers resumption from the arrest, extrusion of the second polar body and pronuclear formation, the events of which are collectively acknowledged as 'oocyte activation'. In all species up to date, oocyte activation requires a fertilization-associated increase in the intracellular concentration of calcium. Especially in mammals, the signal of intracellular calcium rise at fertilization consists of periodical rises, which are also referred to as calcium oscillations. Our recent results suggest that these calcium oscillations have an important role in not only oocyte activation but also development of mammals. Pigs are animals of great agricultural value and ones in which assisted reproductive techniques, including somatic cell nuclear transfer, to produce gene-modified pigs. Although reconstructed embryos require artificial activation stimuli which mimic fertilization-associated increase of intracellular calcium in the oocytes, it has been known that the developmental ability of the oocytes after artificial activation is low and the regimen seems to be required for improvement. Recently we focused on two molecules, phospholipase C zeta and inositol 1,4,5-triphosphate receptor which have important roles in regulation of calcium oscillations during fertilization in mammals, including pigs. In this review, we will discuss the present status and future perspective of molecular mechanisms during fertilization in pigs.",,['Biology'],False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
carticle_0006496072,SEDIMENT EFFECTS ON THE PRESERVATION OF BURGESS SHALE–TYPE COMPRESSION FOSSILS,"Experimental burial of polychaete (Nereis) and crustacean (Crangon) carcasses in kaolinite, calcite, quartz, and montmorillonite demonstrates a marked effect of sediment mineralogy on the stabilization of nonbiomineralized integuments, the first step in producing carbonaceous compression fossils and Burgess Shale–type (BST) preservation. The greatest positive effect was with Nereis buried in kaolinite, and the greatest negative effect was with Nereis buried in montmorillonite, a morphological trend paralleled by levels of preserved protein. Similar but more attenuated effects were observed with Crangon. The complex interplay of original histology and sediment mineralogy controls system pH, oxygen content, and major ion concentrations, all of which are likely to feed back on the preservation potential of particular substrates in particular environments. The particular susceptibility of Nereis to both diagenetically enhanced preservation and diagenetically enhanced decomposition most likely derives from the relative lability of its collagenous cuticle vs. the inherently more recalcitrant cuticle of Crangon. We propose a mechanism of secondary, sediment-induced taphonomic tanning to account for instances of enhanced preservation. In light of the marked effects of sediment mineralogy on fossilization, the Cambrian to Early Ordovician taphonomic window for BST preservation is potentially related to a coincident interval of glauconite-prone seas.",,['Geology'],False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
carticle_0006855777,Prospective multicenter trial of a small-aperture intraocular lens in cataract surgery,"Purpose: To evaluate the clinical acceptability of monocular implantation of the small-aperture (IC-8) intraocular lens (IOL) in 1 eye and an aspheric monofocal IOL in the fellow eye of bilateral cataract patients over 6 months postoperatively.
Setting: Twelve clinics in Austria, Belgium, Germany, Italy, Spain, and Norway.
Design: Prospective case series.
Methods: The visual acuity, depth of focus, contrast sensitivity, patient satisfaction, visual symptoms, and adverse events were assessed in patients who had bilateral cataract surgery followed by implantation of the small-aperture IOL in 1 eye and an aspheric monofocal IOL in the fellow eye. Uncorrected distance (UDVA), intermediate (UIVA), and near (UNVA) visual acuities were reported in Snellen notation.
Results: The study comprised 105 patients. At 6 months, the UDVA, UIVA, and UNVA in eyes with the small-aperture IOL were 20/23, 20/24, and 20/30, respectively. Ninety-nine percent, 95%, and 79% of patients achieved 20/32 or better binocular UDVA, UIVA, and UNVA, respectively. Ninety-three patients (95.9%) reported they would have the procedure again versus 4 patients (4.1%) who reported they would not have the procedure again. In eyes with the small-aperture IOL, the target-corrected defocus curve measured with 0.75 diopter (D) of myopia extended the range of functional near vision by an additional diopter without loss of distance vision compared with the distance-corrected defocus curves. The mean UIVA and UNVA remained at 20/25 and 20/32, respectively, for up to 1.5 D of residual astigmatism in eyes with the small-aperture 10L.
Conclusion: The small-aperture IOL showed excellent visual performance, safety, patient satisfaction, and tolerance to residual astigmatism 6 months after implantation. (C) 2017 ASCRS and ESCRS",,['Medicine'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
carticle_0006910303,"Girls, girls, girls: Gender composition and female school choice","Gender segregation in employment may be explained by women's reluctance to choose technical occupations. However, the foundations for career choices are laid much earlier. Educational experts claim that female students are doing better in math and science and are more likely to choose these subjects if they are in single-sex classes. One possible explanation is that coeducational settings reinforce gender stereotypes. In this paper, we identify the causal impact of the gender composition in coeducational classes on the choice of school type for female students. Using natural variation in the gender composition of adjacent cohorts within schools, we show that girls are less likely to choose a traditionally female dominated school type and more likely to choose a male dominated school type at the age of 14 if they were exposed to a higher share of girls in previous grades. (C) 2011 Elsevier Ltd. All rights reserved.",Ed!,['Sociology'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
carticle_0007511897,Role of Nitric Oxide Synthase Uncoupling at Rostral Ventrolateral Medulla in Redox-Sensitive Hypertension Associated With Metabolic Syndrome,"Metabolic syndrome (MetS), which is rapidly becoming prevalent worldwide, is long known to be associated with hypertension and recently with oxidative stress. Of note is that oxidative stress in the rostral ventrolateral medulla (RVLM), where sympathetic premotor neurons reside, contributes to sympathoexcitation and hypertension. This study sought to identify the source of tissue oxidative stress in RVLM and their roles in neural mechanism of hypertension associated with MetS. Adult normotensive rats subjected to a high-fructose diet for 8 weeks developed metabolic traits of MetS, alongside increases in sympathetic vasomotor activity and blood pressure. In RVLM of these MetS rats, the tissue level of reactive oxygen species was increased, nitric oxide (NO) was decreased, and mitochondrial electron transport capacity was reduced. Whereas the protein expression of neuronal NO synthase (nNOS) or protein inhibitor of nNOS was increased, the ratio of nNOS dimer/monomer was significantly decreased. Oral intake of pioglitazone or intracisternal infusion of tempol or coenzyme Q(10) significantly abrogated all those molecular events in high-fructose diet-fed rats and ameliorated sympathoexcitation and hypertension. Gene silencing of protein inhibitor of nNOS mRNA in RVLM using lentivirus carrying small hairpin RNA inhibited protein inhibitor of nNOS expression, increased the ratio of nNOS dimer/monomer, restored NO content, and alleviated oxidative stress in RVLM of high-fructose diet-fed rats, alongside significantly reduced sympathoexcitation and hypertension. These results suggest that redox-sensitive and protein inhibitor of nNOS-mediated nNOS uncoupling is engaged in a vicious cycle that sustains the production of reactive oxygen species in RVLM, resulting in sympathoexcitation and hypertension associated with MetS.",,"['Biology', 'Medicine']",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
carticle_0007526805,A biocomputational application for the automated construction of large-scale metabolic models from transcriptomic data,"Cancer is a very complex disease with particular metabolic features that turn it into a very difficult system to approach from the solely experimental research. Therefore a systems biology approach is absolutely required to shed light on the subjacent mechanisms in order to derive reliable predictions about cancer evolution or behavior. In the present work, we developed a computational application that implements existing methods using a general metabolic model and gene expression data to generate cancer-specific models. As a working example, we used expression data of breast cancer cell lines to generate 3 models where we could consistently observe cancer-specific alterations at aldehyde dehydrogenase in the glycolysis, which is related to breast cancer stem cells and also in a reaction of glutathione peroxidase related to cancer chemoresistance. This computational application of metabolic modeling can be extended easily to add more methods of model generation and can be adapted to automatically construct personalized metabolic models that could be helpful in the prediction of chemotherapy response and find personalized cancer targets to optimize cell death and overcome therapy resistance.",,"['Biology', 'Medicine']",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
carticle_0007930732,Proximal approaches for matrix optimization problems: Application to robust precision matrix estimation,"In recent years, there has been a growing interest in mathematical models leading to the minimization, in a symmetric matrix space, of a Bregman divergence coupled with a regularization term. We address problems of this type within a general framework where the regularization term is split into two parts, one being a spectral function while the other is arbitrary. A Douglas-Rachford approach is proposed to address such problems, and a list of proximity operators is provided allowing us to consider various choices for the fit-to-data functional and for the regularization term. Based on our theoretical results, two novel approaches are proposed for the noisy graphical lasso problem, where a covariance or precision matrix has to be statistically estimated in presence of noise. The Douglas-Rachford approach directly applies to the estimation of the covariance matrix. When the precision matrix is sought, we solve a non convex optimization problem. More precisely, we propose a majorization-minimization approach building a sequence of convex surrogates and solving the inner optimization subproblems via the aforementioned Douglas-Rachford procedure. We establish conditions for the convergence of this iterative scheme. We illustrate the good numerical performance of the proposed approaches with respect to state-of-the-art approaches on synthetic and real-world datasets. (C) 2019 Elsevier B.V. All rights reserved.",,['Mathematics'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
carticle_0008072259,Thermochemical Heterogeneity and Density of Continental and Oceanic Upper Mantle in the European-North Atlantic Region,"We present a new model, EUNA‐rho, for the density structure of the continental and oceanic upper mantle based on 3‐D tesseroid gravity modeling. On continent, there is no clear difference in lithospheric mantle (LM) density between the cratonic and Phanerozoic Europe, yet an ~300‐km‐wide zone of a high‐density LM along the Trans‐European Suture Zone may image a paleosubduction. Kimberlite provinces of the Baltica and Greenland cratons have a low‐density (3.32 g/cm3) mantle where all non‐damondiferous kimberlites tend to a higher‐density (3.34 g/cm3) anomalies. LM density correlates with the depth of sedimentary basins implying that mantle densification plays an important role in basin subsidence. A very dense (3.40–3.45 g/cm3) mantle beneath the superdeep platform basins and the East Barents shelf requires the presence of 10–20% of eclogite, while the West Barents Basin has LM density of 3.35 g/cm3 similar to the Variscan massifs of western Europe. In the North Atlantics, south of the Charlie Gibbs fracture zone (CGFZ) mantle density follows half‐space cooling model with significant deviations at volcanic provinces. North of the CGFZ, the entire North Atlantics is anomalous. Strong low‐density LM anomalies (< −3%) beneath the Azores and north of the CGFZ correlate with geochemical anomalies and indicate the presence of continental fragments and heterogeneous melting sources. Thermal anomalies in the upper mantle averaged down to the transition zone are 100–150 °C at the Azores and can be detected seismically, while a <50 °C anomaly around Iceland is at the limit of seismic resolution. Density structure of cratonic mantle suggests strong metasomatic reworking Superdeep basins require the presence of 10–20% of eclogites in the mantle Mantle temperature anomaly around Iceland is at the limit of seismic detection",,['Geology'],False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
carticle_0009052283,An Empirical Analysis of Exports between Malaysia and TPP Member Countries: Evidence from a Panel Cointegration (FMOLS) Model,"The aim of this study is to investigate empirically the role of Malaysian exports to TPP countries towards economic growth of Malaysia from 1997 to 2012. The results of this study confirm that Malaysian exports to TPP countries contribute in economic growth of Malaysia. Therefore, the result of this study is obtained through the empirical investigation of the model. Mainly, empirical investigation is based on FMOLS model but some preliminary tests are also performed. The results of unit root test presents that all Variables are non-stationary at level I(0) and become stationary after first difference I(1). In addition, results of Kao’s panel cointegration shows that all the variables are cointegrated. Furthermore, Results of FMOLS confirms that out of all the variables included in the model, GDP, TRGDP and ER have significant effect on the exports. ECM panel unit root test were applied to confirm the stability of FMOLS. According to the unit root test of the residuals of FMOLS model, it can be confirmed that the long run results are not spurious. Results of Panel ECM show that out of all variables GDP and TRGDP are positively effect on exports. Finally, results of Granger Causality show that only CPI, GDP and TRGDP are cause exports in Malaysia. The government of Malaysia through understood the importance of exports with TPP member countries to boost economic growth. The latter not only contributes to economic growth through capital formation but also promotes trade activity by making financial resources available at lower cost; attracting foreign direct investment as well as facilitating development of advanced technology. Moreover, this study not only contribute to the exports and economic growth literature but also will guide the policy maker to chalk out right, effective and appropriate policy in order to improve exports between Malaysia and TPP countries.",,['Economics'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
carticle_0009295971,Determination of the Original Probability of the Target Distributing Function for the Accidental Pollution Sources in a Drainage Area,"Based on indoor experiment, the water quality model of non-persistent pollutants in paroxysmal pollution accidents of Yibin section of Yangtse River is established. Through fitting the diffusing concentration of improper pollution discharging and the actual monitoring value, the original probability of accidental pollution sources are obtained. And the original probability is modified by searching action, therefore the original probability is progressed to posteriori probability, which provided a scientific and objective method to determine the target distribution function of the search model of accidental pollution sources in a drainage area.",,"['Mathematics', 'Environmental science']",False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
carticle_0009458980,"Revision of Senegalia in China, and notes on introduced species of Acacia, Acaciella, Senegalia and Vachellia (Leguminosae: Mimosoideae).","The present work represents the first comprehensive taxonomic revision of <i>Acacia sens. lat.</i> (Leguminosae: Mimosoideae) in China, focusing on the indigenous species. Critical reassessments of specimens and re-definition of previously recorded species have resulted in recognising 21 indigenous species under <i>Senegalia</i>, a segregate of the former <i>Acacia sens. lat</i>. Detailed botanical profiles are provided for these species, together with a diagnostic line drawing and distribution map; photographs of living plants are provided for more than half the species. Terser treatments are also provided for the 15 species from four genera that are regarded as major introductions of <i>Acacia sens. lat.</i> to the country: <i>Acacia</i> Mill. (12 spp.), <i>Acaciella</i> Britton &amp; Rose (1 sp.), <i>Senegalia</i> Raf. (1 sp.) and <i>Vachellia</i> Wight &amp; Arn. (1 sp.). An identification key to all <i>Acacia sens. lat.</i> species in China is provided. The indigenous species of <i>Senegalia</i> in China belong to sect. <i>Monacanthea</i> (Vassal) Maslin, comb. nov., and the introduced ones to sect. <i>Senegalia</i>. As a consequence of this study, the number of <i>Senegalia</i> species now recognised for China has almost doubled. Six new species are described: <i>Senegalia clandestina</i> Maslin, B.C.Ho, H.Sun &amp; L.Bai, sp. nov.; <i>Senegalia guangdongensis</i> Maslin, B.C.Ho, H.Sun &amp; L.Bai, sp. nov.; <i>Senegalia obliqua</i> Maslin, B.C.Ho, H.Sun &amp; L.Bai, sp. nov.; <i>Senegalia orientalis</i> Maslin, B.C.Ho, H.Sun &amp; L.Bai, sp. nov.; <i>Senegalia prominens</i> Maslin, B.C.Ho, H.Sun &amp; L.Bai, sp. nov.; <i>Senegalia stipitata</i> Maslin, B.C.Ho, H.Sun &amp; L.Bai, sp. nov. Four new combinations are established: <i>Senegalia garrettii</i> (I.C.Nielsen) Maslin, B.C.Ho, H.Sun &amp; L.Bai, comb. &amp; stat. nov.; <i>Senegalia kerrii</i> (I.C.Nielsen) Maslin, B.C.Ho, H.Sun &amp; L.Bai, comb. &amp; stat. nov.; <i>Senegalia kunmingensis</i> (C.Chen &amp; H.Sun) Maslin, B.C.Ho, H.Sun &amp; L.Bai, comb. &amp; stat. nov.; <i>Senegalia macrocephala</i> (Lace) Maslin, B.C.Ho, H.Sun &amp; L.Bai, comb. nov. <i>Senegalia andamanica</i> (I.C.Nielsen) Maslin, Seigler &amp; Ebinger and <i>S. macrocephala</i> are new records for China. A lectotype is designated for <i>Acacia teniana</i> Harms and 2nd step lectotypifications effected for <i>Acacia delavayi</i> Franch., <i>Acacia insuavis</i> Lace, <i>Acacia pruinescens</i> Kurz and <i>Acacia yunnanensis</i> Franch. Former holotype citations are corrected to lectotype for <i>Acacia hainanensis</i> Hayata, <i>Acacia macrocephala</i> Lace, <i>Acacia oxyphylla</i> Graham ex Benth. and <i>Acacia philippinarum</i> Benth. A neotype is designated for <i>Acacia arrophula</i> D.Don. China is a principal area of species-richness for <i>Senegalia</i> in Asia. <i>Senegalia</i> displays a high degree of endemism within China and almost half the species are endemic or near-endemic, with Yunnan the most species-rich and species-diverse Province.",,['Biology'],False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
carticle_0009785193,Prognostic factor analysis of vitrectomy for myopic foveoschisis,"Purpose To describe the anatomical and functional outcomes in a cohort of subjects undergoing vitrectomy for myopic foveoschisis, and to analyse the factors predicting foveal reattachment and visual improvement.
Methods This retrospective case series evaluated case records and optical coherence tomography images 6 months after surgery. Multivariate linear and logistic regressions were performed to assess the factors predicting anatomical and visual improvement.
Results In total, 55 eyes of 54 patients were analysed. The mean spherical equivalent refraction was -11.83 +/-4.94D. Foveal detachment was present in 63.5% of eyes preoperatively and subjects with foveal detachment had 0.70 logMAR units (95% CI 0.02 to 1.39) poorer visual acuity than subjects without (p=0.046). The mean preoperative visual acuity was 0.84+/-0.59 logMAR units and the mean postoperative visual acuity was 0.64 0.64 logMAR units (mean difference 0.20+/-0.68 logMAR units (p=0.04)). The proportion of eyes with foveal detachment was significantly lower after surgery (12.5%; p&lt;0.001). However, the proportion of eyes with ellipsoid zone disruption was significantly higher after surgery (59.6% vs 34.0%; p&lt;0.001). In multivariate analyses, the preoperative central foveal thickness significantly predicted postoperative visual improvement by two or more lines (OR 1.004 (95% CI 1.000 to 1.007), per pm increase; p=0.049). The presence of ellipsoid zone disruption preoperatively was associated with 0.96 logMAR (95% CI 0.2 to 1.72) poorer final acuity (p=0.02).
Conclusions Eyes with myopic foveoschisis with preoperative ellipsoid disruption and thinner central foveal thickness tend to have poorer visual outcomes. While current surgical manoeuvres are effective in reattaching the fovea, they may also cause iatrogenic injury to the photoreceptors.",,['Medicine'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
